,genres,tmdbId,overview,tagline,title,keywords,cast,movieId,director
1549,"['Action', 'Adventure', 'Crime', 'Thriller']",14289,"Martial arts star Steven Seagal stars in this action drama as Jack Taggart, an undercover agent working for the Environmental Protection Agency. When an EPA representative is murdered in a small Appalachian community, Taggart is sent in -- posing as a handyman working with a Christian relief agency -- to find out what happened.",One Man. One Secret. One Chance in Hell.,Fire Down Below,"['sheriff', 'toxic', 'church']","['Steven Seagal', 'Marg Helgenberger', 'Stephen Lang', 'Brad Hunt', 'Kris Kristofferson', 'Levon Helm', 'Harry Dean Stanton', 'Mark Collie', 'Richard Masur', 'Alex Harvey', 'Ed Bruce', 'Amelia Neighbors', 'Michael Krawic', 'Clay Jeter', 'Yvonne Pollard', 'Newell Alexander', 'Peggy Lynn', 'Patsy Lynn Russell', 'John Diehl', 'Michael Mattison', 'Dennis Letts', 'Melodie Past', 'Petrice Jordan', 'Ellaraino', 'John Prosky', 'Gina Mari', 'Scott L. Schwartz', 'Rick Johnson', 'Andy Stahl', 'Joe Basile', 'Robert Ridgely', 'Lana Antonova', 'Randy Travis', 'Brian Leckner', ""Dan O'Donahue"", 'Ernie Lively', 'Lisa Guerrero', 'David Brisbin', 'Blue Deckert', 'James Mathers', 'Michelle von Flotow', 'Charley J. Epling', 'Ginger Carroll', 'Dan Beene', 'Kimberly Cole', 'Brett Mellon', 'Randall R. Roberts', 'Kennita Collins', 'Benjamin Mays', 'Marty Stuart', 'Julius R. Nasso', 'Aaron Chadwick', 'Michael Crosby', 'Jan Eddy', 'Travis Tritt', 'Leandra Arrowood', 'John P. Gulino', 'Nicholas Julius', 'Bruce Benson', 'Ben Greer', 'William H. Greer', 'Julie Dawn Mullins', 'Lonnie Duran Tackett', 'Mackie Richerson', 'Brett Baker', 'Jack Christopher', 'David Efron', 'Sean T. James', 'Seth Adam Jones', 'Sidney S. Liufau', 'Neal McDonough', 'Mark Jeffrey Miller', 'Hari Oziol', 'Manny Perry', 'Larry Reynosa', 'Mary Ann Schmidt', 'Maridean Mansfield Shepard']",1626,Félix Enríquez Alcalá
1550,['Thriller'],10155,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",Expect the Unexpected.,U Turn,"['car breakdown', 'wilderness', 'kiss', 'gambling debts', 'car garage']","['Sean Penn', 'Nick Nolte', 'Jennifer Lopez', 'Joaquin Phoenix', 'Claire Danes', 'Powers Boothe', 'Billy Bob Thornton', 'Jon Voight', 'Abraham Benrubi', 'Richard Rutowski', 'Aida Linares', 'Sean Stone', 'Ilia Volok', 'Brent Briscoe', 'Bo Hopkins', 'Julie Hagerty', 'Annie Tien', 'Sheri Foster', 'Laurie Metcalf', 'Liv Tyler', 'Jeff Flach', 'Valeriy Nikolaev']",1627,Oliver Stone
1551,"['Drama', 'Romance']",75250,"A drifter enters a small town looking for employment. While working at the local cattle ranch, he meets and falls in love with the beautiful Kitty and becomes involved in a deadly yet erotic love triangle.",,The Locusts,[],"['Kate Capshaw', 'Jeremy Davies', 'Ashley Judd', 'Daniel Meyer', 'Jessica Capshaw', 'Jessica Robertson', 'Jimmy Ray Pickens', 'Jerry Haynes', 'Jason Davis', 'Paul Rudd', 'Vince Vaughn']",1628,John Patrick Kelley
1552,"['Comedy', 'Romance']",20457,"Marcy, a worker in the reelection campaign of bumbling Senator John McGlory, is sent to Ireland on a quest to find the Irish ancestry of Sen. McGlory, to help him win the Irish vote. But when Marcy arrives in the small village of Ballinagra, she finds herself in the middle of a matchmaking festival, and the local matchmaker is determined to pair her off with one of the local bachelors.",A comedy for the incurably unromantic.,The Matchmaker,"['irish-american', 'election campaign', 'make a match']","['Janeane Garofalo', ""David O'Hara"", 'Denis Leary', ""Milo O'Shea"", 'Jay O. Sanders']",1629,Mark Joffe
1553,"['Thriller', 'Action', 'Crime']",18355,"Jack Shaw (DONALD SUTHERLAND) has experienced the terror first-hand. He's a top CIA agent who's tracked international killer-for-hire Carlos ""The Jackal"" Sanchez for over twenty years and barely survived Carlos' devastating bombing of a Parisian cafe. Now, he finally gets a break when he discovers Carlos' dead ringer: American naval officer and dedicated family man Annibal Ramirez (AIDAN QUINN).",,The Assignment,"['terrorist', 'naval officer']","['Aidan Quinn', 'Donald Sutherland', 'Ben Kingsley', 'Claudia Ferri', 'Céline Bonnier', 'Vlasta Vrána', 'Liliana Komorowska', 'Von Flores', 'Mitchell David Rothpan', 'Gregory Hlady', 'Gabriel Marian Oseciuc', 'Frédéric Desager', 'Kliment Denchev', 'Yonathan Gordon', 'Al Waxman']",1631,Christian Duguay
1554,"['Comedy', 'Romance']",33657,A comedy about a couple who cannot conceive a baby,The shortest distance between two people is a certain smile.,A Smile Like Yours,[],"['Greg Kinnear', 'Lauren Holly', 'Joan Cusack', 'Jay Thomas', 'Jill Hennessy', 'Christopher McDonald', 'Donald Moffat', 'France Nuyen', 'Marianne Muellerleile', 'Sheridan Samples', 'Barbara Larsen', 'Tony Abou-Ganim', 'Nick Scoggin', 'Nicholas Bearde', 'June Carryl', 'Latrice Sellers', 'Lynda Marie Sellers', 'Paul Ghiringhelli', 'Richard Thorn', 'T. Michael Sutton', 'Ben Stein', 'Meggan Kimberley', 'Nancy Carlin', 'Tony Amatullo', 'Brad Rivers', 'Terri Orth-Pallavicini', 'Michael Santo', 'James Cranna', 'Marle Gaines', 'Charlie Holliday', 'Helen Swee', 'Joy Michiel', 'Jim Burk', ""Robert 'Bobby Z' Zajonc"", 'Trenton Brisco', 'Monique Carmona', 'Jane Scatena', 'Angel Sessions', 'Flynn Beck', 'Kristy Connelly', 'Karen Lenore Dawson', 'Bob Grochau', 'Kristy King', 'Scott Allen Logan', 'Shirley MacLaine', 'Scott Allen Logan', 'Tod Purvis', 'Marciano Ricky', 'Peggy Sandow']",1632,Keith Samples
1555,['Drama'],55306,An elderly beekeeper and Vietnam vet must rescue his daughter-in-law and protect his grandchildren from killers.,,Ulee's Gold,"['father son relationship', 'florida', 'stolen money', 'dysfunctional family', 'independent film', 'stabbing', 'bank robbery', 'father-in-law daughter-in-law relationship', 'beekeeper', 'orlando florida']","['Peter Fonda', 'Patricia Richardson', 'Christine Dunford', 'Tom Wood', 'Jessica Biel', 'Vanessa Zima', 'Steven Flynn', 'Dewey Weber', 'J. Kenneth Campbell', 'Traber Burns', 'Ryan Marshall', 'Chad Fish']",1633,Victor Nunez
1556,['Drama'],68924,"In the weekend after thanksgiving 1973 the Hoods are skidding out of control. Benjamin Hood reels from drink to drink, trying not to think about his trouble at the office. His wife, Elena, is reading self help books and losing patience with her husband's lies. Their son, Paul, home for the holidays, escapes to the city to pursue an alluring rich girl from his prep school. Young, budding nymphomaniac, Wendy Hood roams the neighborhood, innocently exploring liquor cabinets and lingerie drawers of her friends' parents, looking for something new. Then an ice storm hits, the worst in a century.","It was 1973, and the climate was changing.",The Ice Storm,"['based on novel', '1970s', 'thanksgiving', 'dysfunctional family', 'independent film']","['Kevin Kline', 'Joan Allen', 'Sigourney Weaver', 'Henry Czerny', 'Tobey Maguire', 'Christina Ricci', 'Elijah Wood', 'Adam Hann-Byrd', 'David Krumholtz', 'Jamey Sheridan', 'Kate Burton', 'William Cain', 'Michael Cumpsty', 'Maia Danziger', 'Katie Holmes', 'Colleen Camp']",1635,Ang Lee
1557,['Thriller'],36434,"Victor Mallick returned to his home and found out that all of his friends have arranged a surprise bachelor/stag party for him. Two strippers were hired to cheer up the party. However, when some of the men accidentally killed one of the strippers, they are left to face the consequences of their action.",The life of the party just died!,Stag,"['stripper', 'stag night', 'death']","['Mario Van Peebles', 'Jerry Stiller', 'Kevin Dillon', 'William McNamara']",1636,Gavin Wilding
1558,"['Comedy', 'Drama', 'Romance']",2255,"Holden and Banky are comic book artists. Everything is going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",It's not who you love. It's how.,Chasing Amy,"['new jersey', 'coming out', ""love of one's life"", 'bisexuality', 'menage a trois', 'comic book', 'comic-strip artist', 'independent film', 'lesbian', 'best friend']","['Ben Affleck', 'Joey Lauren Adams', 'Jason Lee', 'Dwight Ewell', 'Jason Mewes', 'Kevin Smith', 'Ethan Suplee', 'Scott Mosier', 'Casey Affleck', 'Matt Damon', ""Brian O'Halloran"", 'Carmen Llywelyn', 'Guinevere Turner', 'Joe Quesada', 'Illeana Douglas', 'Welker White']",1639,Kevin Smith
1559,"['Comedy', 'Romance']",28353,"Dray is a young playboy whose only objective in life seems to be to have sex with as many girls as he can without getting caught by his girlfriend Lisa. Dray's sister Jenny and her friend Katrina plan to show him that the way he lives is wrong and organize a party in Malibu, inviting all of his girlfriends.",,Def Jam's How to Be a Player,"['sex', 'party', 'friends', 'player']","['Bill Bellamy', 'Lark Voorhies', 'Bernie Mac', 'Elise Neal']",1640,Lionel C. Martin
1560,['Comedy'],9427,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",The year's most revealing comedy.,The Full Monty,"['suicide attempt', 'striptease', 'steel worker', 'repossession', 'male stripper']","['Robert Carlyle', 'Mark Addy', 'William Snape', 'Steve Huison', 'Tom Wilkinson', 'Paul Barber', 'Hugo Speer', 'Lesley Sharp', 'Emily Woof', 'Deirdre Costello', 'Paul Butterworth', 'Dave Hill', 'Bruce Jones', 'Andrew Livingston', 'Vinny Dhillon', 'Kate Layden', 'Joanna Swain', 'Kate Rutter', 'June Broughton', 'Glenn Cunningham', 'Chris Brailsford', 'Steve Garti', 'Malcolm Pitt', 'Dennis Blanch', 'Daryl Fishwick', 'David Lonsdale', 'Muriel Hunt', 'Fiona Watts', 'Theresa Maduemezia', 'Fiona Nelson']",1641,Peter Cattaneo
1561,"['Comedy', 'Drama']",172545,"A passionately committed young dancer is forced to re-examine his career and life when faced with death, finding hope through an older man who becomes his lover, mentor and companion.",Love is the ultimate kick,Alive and Kicking,"['independent film', 'gay interest', 'gay man', 'woman director']","['Jason Flemyng', 'Antony Sher', 'Dorothy Tutin', 'Anthony Higgins', 'Bill Nighy', 'Diane Parish', 'Philip Voss', 'Aiden Waters', 'Natalie Roles', 'Freddy Douglas', 'Kenneth Olumuyiwa Tharp', 'Michael Keegan-Dolan', 'Linda Bassett', 'Allan Corduner', 'Richard Hope', 'Sakuntala Ramanee']",1642,Nancy Meckler
1562,"['Drama', 'History', 'Romance']",17589,"Queen Victoria is deeply depressed after the death of her husband, disappearing from public. Her servant Brown, who adores her, through caress and admiration brings her back to life, but that relationship creates scandalous situation and is likely to lead to monarchy crisis.",Loyalty without question. Friendship without equal.,Mrs Brown,"['england', 'assassination', 'queen', 'prince', 'widow', 'victorian england', 'royalty', 'independent film']","['Judi Dench', 'Billy Connolly', 'Geoffrey Palmer', 'Antony Sher', 'Gerard Butler', 'Richard Pasco', 'David Westhead', 'Georgie Glen', 'Sara Stewart', 'Finty Williams', 'Oliver Ford Davies', 'Delia Lindsay']",1643,John Madden
1563,"['Horror', 'Thriller', 'Mystery']",3597,"As they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. They dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""I Know What You Did Last Summer.""","If you're going to bury the truth, make sure it stays buried.",I Know What You Did Last Summer,"['secret', 'blackmail', 'fisherman', 'police', 'high school', 'cover-up', 'friends', 'revenge', 'murder', 'pageant', 'slasher', 'teenager', 'killer']","['Jennifer Love Hewitt', 'Sarah Michelle Gellar', 'Ryan Phillippe', 'Freddie Prinze Jr.', 'Bridgette Wilson', 'Johnny Galecki', 'Muse Watson', 'Anne Heche', 'Stuart Greer', 'Dan Albright', ""Rasool J'Han""]",1644,Jim Gillespie
1564,"['Drama', 'Horror', 'Mystery', 'Thriller']",1813,A hotshot lawyer gets more than he bargained for when he learns his new boss is Lucifer himself.,Evil has its winning ways.,The Devil's Advocate,"['child abuse', 'southern usa', 'obsession', 'subway', 'nudity', 'bible', 'seduction', 'hallucination', 'ambition', ""devil's son"", 'marriage crisis', 'pact with the devil', 'crooked lawyer', 'evil spirit', 'satan', 'religion', 'lust', 'courtroom', 'temptation', 'law firm', 'manhattan, new york city', 'seven deadly sins', 'ethics', 'gainesville florida']","['Keanu Reeves', 'Al Pacino', 'Charlize Theron', 'Jeffrey Jones', 'Judith Ivey', 'Connie Nielsen', 'Craig T. Nelson', 'Tamara Tunie', 'Ruben Santiago-Hudson', 'Debra Monk', 'Vyto Ruginis', 'Laura Harrington', 'Pamela Gray', 'George Wyner', 'Chris Bauer', 'Connie Embesi', 'Jonathan Cavallary', 'Heather Matarazzo', 'Murphy Guyer', 'Leo Burmester', 'Bill Moor', 'Neal Jones', 'Eddie Aldridge', 'Mark Deakins', 'Rony Clanton', 'George O. Gore II', 'Alan Manson', 'Brian Poteat', 'Daniel Oreskes', 'Kim Chan', 'Caprice Benedetti', 'Don King', 'Ray Garvey', 'Rocco Musacchia', 'Susan Kellermann', 'James Saito', 'Harsh Nayyar', 'Mohammed Ghaffari', 'Nicki Cochrane', 'Fenja Klaus', 'Gino Lucci', 'Novella Nelson', 'Vincent Laresca', 'Benny Nieves', 'Franci Leary', 'Monica Keena', 'Gloria Lynne Henry']",1645,Taylor Hackford
1565,"['Comedy', 'Family', 'Science Fiction']",36797,"Fred Z. Randall is geeky and obnoxious spacecraft designer, who gets the chance to make his dream come true and travel to Mars as a member of the first manned flight there.",He's just taking up space!,RocketMan,"['astronaut', 'chimpanzee']","['Harland Williams', 'Jessica Lundy', 'William Sadler', 'Beau Bridges', 'Jeffrey DeMunn', 'James Pickens Jr.', 'Peter Onorati', 'Don Lake', 'Shelley Duvall', 'Gailard Sartain', 'Bill Jenkins', 'Ken Farmer', 'Blake Boyd', 'Paxton Whitehead', 'Sean Tweedley', 'Cindy Hogan', 'Lidia Porto', 'Richard Dillard', 'Gil Glasgow']",1646,Stuart Gillard
1566,"['Drama', 'Action', 'Thriller', 'Crime']",12628,"Stripped of his medical license after performing an operation while high on amphetamines, famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with Raymond Blossom, an infamous counterfeiter. Employed as a ""gun-shot doctor"" when Raymond's associates cannot risk visiting a hospital, Eugene is lured deep into the criminal world and becomes entangled with his boss's girlfriend.",Joining this deadly underworld was easy. But getting out...deadly!,Playing God,"['fbi', 'gang war', 'surgeon', 'beautiful woman', 'los angeles', 'drug', 'drug addict']","['David Duchovny', 'Timothy Hutton', 'Angelina Jolie', 'Michael Massee', 'Stacey Travis', 'Bob Jennings', 'Peter Stormare', 'John Hawkes', 'Tracey Walter', 'Andrew Tiernan', 'Gary Dourdan', 'Will Stewart', 'Philip Moon', 'Pavel Lychnikoff', 'Sandra Kinder', 'Keone Young']",1647,Andy Wilson
1567,"['Comedy', 'Drama']",33344,"Jackie-O is anxiously awaiting the visit of her brother home for Thanksgiving, but isn't expecting him to bring a friend. She's even more shocked to learn that this friend is his fiance. It soon becomes clear that Jackie Kennedy's obsession is nothing compared to her obsession with her brother, as it also becomes clear she isn't the only member of the family with problems..",,The House of Yes,"['white house', 'john f. kennedy', 'based on play or musical', 'independent film', 'family relationships', 'incest', 'mental illness']","['Parker Posey', 'Josh Hamilton', 'Tori Spelling', 'Freddie Prinze Jr.', 'Geneviève Bujold', 'Rachael Leigh Cook', 'David Lovering']",1648,Mark Waters
1568,['Documentary'],25099,"Hilarious, sad, absurd, eerie and beautiful, ""FAST, CHEAP &amp; OUT OF CONTROL"" is a film like no other. Starting as a darkly funny contemplation of the Sisyphus-like nature of human striving, it ultimately becomes a profoundly moving meditation on the very nature of existence.",,"Fast, Cheap & Out of Control","['circus', 'lion', 'eccentric', 'robot']","['Dave Hoover', 'George Mendonça', 'Raymond A. Mendez', 'Rodney Brooks']",1649,Errol Morris
1569,"['Drama', 'Romance']",45019,"Set in 1870's New York, a spinster heiress is courted by a much younger, penniless man, much to the chagrin of her over-protective father, and must decide whether to spend the rest of her life alone, or marry a man who is interested in her only because of her inheritence.",She must choose between her father's fortune... Or the man she loves.,Washington Square,['woman director'],"['Jennifer Jason Leigh', 'Albert Finney', 'Maggie Smith', 'Ben Chaplin', 'Judith Ivey', 'Jennifer Garner', 'Robert Stanton', 'Nancy Daly', 'Arthur Laupus']",1650,Agnieszka Holland
1570,"['Music', 'Drama']",63437,"Karchy (Brad Renfro) is a boy in school who has moved from Hungary to America in the 1960's. He is struggling in school and trying to adjust to America's culture. He then hears about a radio DJ Billy Magic (Kevin Bacon) who holds a contest for a Student Hall of Fame every week. When Karchy finally wins after several weeks, he spends more time with Billy Magic...a man with money, girls, and glam. Karchy thinks that by spending time with Magic, he can become ""cool"". He then starts telling lies, to make himself seem greater than he really is. But when his lies begin hurting the people he cares about, he realizes that it isn't worth telling lies if it affects your friends. Afterwards, he learns to accept himself for the person he is, and gives up lying. And as for Billy Magic, it turns out that he pays his price for all the lies that he has told as well.",Just don't get caught.,Telling Lies In America,"['radio', 'money', 'radio dj', 'hall of fame']","['Kevin Bacon', 'Brad Renfro', 'Maximilian Schell', 'Calista Flockhart', 'Paul Dooley', 'Jonathan Rhys Meyers', 'Luke Wilson']",1651,Guy Ferland
1571,"['Documentary', 'Music']",62422,"Indie director Jim Jarmusch lenses a low-tech tribute to protean rocker Neil Young and his long-standing band, Crazy Horse. Stitched together from archival material shot in 1976 and 1986 along with candid scenes of Young and the band kicking back between shows, this rockumentary is as ragged as it is direct. Concert performances include renditions of hits such as ""Sedan Delivery"" and ""Like a Hurricane.""",,Year of the Horse,"['interview', 'tribute', 'rock music', 'rock band', 'neil young', 'concert film']","['Neil Young', 'Frank Sampedo', 'Billy Talbot', 'Ralph Molina']",1652,Jim Jarmusch
1572,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",782,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",There is no gene for the human spirit.,Gattaca,"['paraplegic', 'suicide attempt', 'cheating', 'dna', 'spaceman', 'new identity', 'heart disease', 'false identity', 'blood sample', 'biotechnology', 'space mission', 'dystopia', 'investigation', 'genetics', 'hostility', 'exercise', 'eugenics', 'dystopic future']","['Ethan Hawke', 'Jude Law', 'Gore Vidal', 'Uma Thurman', 'Alan Arkin', 'Xander Berkeley', 'Jayne Brook', 'William Lee Scott', 'Loren Dean', 'Ernest Borgnine', 'Tony Shalhoub', 'Una Damon']",1653,Andrew Niccol
1573,"['Fantasy', 'Drama', 'Mystery', 'Family']",29911,"Two children in 1917 take a photograph, believed by some to be the first scientific evidence of the existence of fairies. Based on a true story",Believe.,FairyTale: A True Story,"['fairy', 'fairy tale']","['Mel Gibson', 'Harvey Keitel', ""Peter O'Toole"", 'Bill Nighy', 'Joseph May', 'Peter Mullan', 'Anna Chancellor', 'Lara Morgan', 'Adam Franks', 'Guy Witcher']",1654,Charles Sturridge
1574,"['Horror', 'Science Fiction', 'Thriller']",9827,"In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.",For centuries they told us the terror would come from above. We've been looking the wrong way.,Phantoms,"['sheriff', 'rural setting', 'los angeles', 'u.s. soldier', 'alternate life form', 'snowfield, co', 'deputies', 'fear of dying']","['Ben Affleck', ""Peter O'Toole"", 'Rose McGowan', 'Joanna Going', 'Liev Schreiber', 'Nicky Katt', 'Clifton Powell', 'Rick Otto', 'Valerie Chow', 'Adam Nelson', 'John Hammil', 'John Scott Clough', 'Michael DeLorenzo', 'William Hahn', 'Robert Himber', 'Bo Hopkins', 'Robert Knepper', 'Paul Schmidt', 'Dean Hallo', 'Clive Rosengren', 'Edmund Wyson', 'Lucas Elliot Eberl', 'Linnea Quigley', 'Judith Drake', 'Yvette Nipar']",1655,Joe Chappelle
1575,"['Drama', 'Romance']",1959,"The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.",,Swept from the Sea,"['underdog', 'sea', 'wales', 'ukraine', 'strangeness', 'shipwreck', 'loss of husband', 'doctor', 'xenophobia', 'woman director', 'strange person']","['Rachel Weisz', 'Vincent Pérez', 'Ian McKellen', 'Kathy Bates', 'Joss Ackland', 'Zoë Wanamaker', 'Tony Haygarth', 'Fiona Victory', 'Roger Ashton-Griffiths', 'William Scott-Masson', 'Eve Matheson', 'Dave Hill', 'Tom Bell']",1656,Beeban Kidron
1576,['Documentary'],251481,"Welcome to Levittown, New York - America's first cookie-cutter community. From wife-swapping to bomb shelters, to flag burning, Wonderland takes a hilarious and unforgettable look at life in a town where thousands of identical-looking houses were assigned to their residents in alphabetical order.",Welcome to suburbia ground zero.,Wonderland,[],['Bill Griffith'],1657,John O'Hagan
1577,"['Fantasy', 'Drama', 'Comedy', 'Thriller', 'Science Fiction', 'Romance']",8067,"A couple of angels, O'Reilly and Jackson, are sent to Earth to make sure that their next supervised love-connection succeeds. They follow Celine, a spoiled rich girl who has just accidentally shot a suitor and, due to a misunderstanding, is kidnapped by janitor Robert. Although Celine quickly frees herself, she stays with Robert for thrills. O'Reilly and Jackson pursue, hoping to unite the prospective lovers.",A comedy for anyone who's ever been in danger...of falling in love.,A Life Less Ordinary,"['angel', 'sex', 'robbery', 'based on novel', 'karaoke', 'ransom', 'hostage', 'kidnapping', 'chase', 'heaven', 'love', 'murder', 'janitor', 'blood', 'writer', 'robot', 'violence']","['Ewan McGregor', 'Cameron Diaz', 'Holly Hunter', 'Delroy Lindo', 'Dan Hedaya', 'Stanley Tucci', 'Ian McNeice', 'Tony Shalhoub', 'Christopher Gorham', 'Ian Holm', 'Maury Chaykin', 'Anne Cullimore Decker', 'K. K. Dodds', 'Timothy Olyphant', 'Dane Stevens']",1658,Danny Boyle
1578,"['Romance', 'Crime', 'Drama']",125052,"Marcus is a kid on Manhattan's mean streets. He's turning 15, his father is dead, his mother is in prison for smuggling undocumented aliens. His grandmother is raising him. He has four close buddies who have a basement clubhouse; they shoplift and sell the wares to kids. One is moving toward selling drugs. Marcus wants to take a breather from the city and visit family in New Mexico. He also meets Melena, 14, a sweet kid who dreams of going to Alaska; her father is not just protective but angry and uncommunicative. The gang pressures Marcus to move up to burglary and car theft. He just wants to breathe open air. Can anything go right?",Know life. No limits.,Hurricane Streets,"['prison', 'new mexico', 'smuggling', 'gang', 'theft']","['Brendan Sexton III', 'Antoine McLean', 'Mtume Gant', 'Carlo Alban', 'David Roland Frank']",1659,Morgan J. Freeman
1579,['Drama'],45153,"The story is set in 1962 Louisiana. The big Batiste family is headed by charming doctor Louis. Though he is married to beautiful Roz, he has a weakness for attractive women patients. One day Louis is flirting with married and sexy Metty Mereaux, not knowing that he is observed by his youngest idealistic daughter Eve, who is there by accident. Eve can not forget the incident which is traumatic for her naivete and shares a secret with older sister Cisely. Lies start to roll...",The secrets that hold us together can also tear us apart.,Eve's Bayou,"['sister sister relationship', 'menstruation', 'superstition', 'independent film', 'curse', 'mother daughter relationship', 'tavern', 'aunt niece relationship', 'father daughter relationship', 'all black cast', 'woman director']","['Jurnee Smollett', 'Meagan Good', 'Lynn Whitfield', 'Samuel L. Jackson', 'Debbi Morgan', 'Diahann Carroll', 'Lisa Nicole Carson', 'Roger Guenveur Smith', 'Victoria Rowell', 'Jake Smollett', 'Ethel Ayler', 'Vondie Curtis-Hall', 'Branford Marsalis', 'Carol Sutton', 'Tamara Tunie', 'Marcus Lyle Brown', 'Leonard L. Thomas', 'Afonda Colbert', 'Lola Dalferes', 'Alverta Perkins Dunigan', 'Ron Flagge', 'Oneal A. Isaac', 'Julian Dalcour', 'Allen Toussaint', 'Billie Neal']",1660,Kasi Lemmons
1580,"['Action', 'Adventure', 'Mystery', 'Thriller']",10871,FBI agent Dennis Quaid tries to catch a serial killer who kidnapped his son.,The hunter becomes the hunted.,Switchback,"['loss of son', 'serial killer', 'train']","['Dennis Quaid', 'Danny Glover', 'R. Lee Ermey', 'Claudia Stedelin', 'Brent Hinkley', 'Jared Leto', 'Ian Nelson', 'Walton Goggins', 'Ted Levine', 'Louis Schaefer', 'William Fichtner', 'Maggie Roswell']",1661,Jeb Stuart
1581,"['Action', 'Drama']",14398,"Two corrupt cops have a successful, seemingly perfect money making scheme- they sell drugs that they seize from dealers, kill the dealers, and blame the crimes on street gangs. Their scheme is going along smoothly until they kill an undercover DEA agent posing as a dealer, and then try to cover-up their crime.",Some cops play by the rules. Their own.,Gang Related,"['detective', 'surgeon', 'stripper', 'profanity', 'murder', 'brutality', 'buddy']","['Jim Belushi', 'Tupac Amaru Shakur', 'Lela Rochon', 'Dennis Quaid', 'James Earl Jones', 'Gary Cole', ""Terrence 'T.C.' Carson""]",1662,Jim Kouf
1582,"['Action', 'Comedy']",10890,"John Winger, an indolent sad sack in his 30s, impulsively joins the U.S. Army after losing his job, his girlfriend and his apartment.",The story of a man who wanted to keep the world safe for democracy...and meet girls.,Stripes,"['date', 'ex-girlfriend', 'u.s. army', 'military spoof']","['Bill Murray', 'Harold Ramis', 'Warren Oates', 'P.J. Soles', 'Sean Young', 'John Candy', 'John Larroquette', 'John Voldstad', 'John Diehl', 'Lance LeGault', 'Roberta Leighton', 'Conrad Dunn', 'Judge Reinhold', 'Antone Pagan', 'Nick Toth', 'Bill Paxton']",1663,Ivan Reitman
1583,['Drama'],99002,"Teenage siblings Nenette and Boni were raised apart as a result of their parents' divorce. Their mother, who doted on her son Boni, has died. He works for an interesting couple as a pizza baker, and is surprised and enraged when his younger sister, having run away from boarding school, suddenly turns up. There's a problem that they must confront.",,Nenette and Boni,['woman director'],"['Grégoire Colin', 'Alice Houri', 'Jacques Nolot', 'Valeria Bruni Tedeschi', 'Vincent Gallo']",1664,Claire Denis
1584,['Comedy'],1281,"Bean works as a caretaker at Britain's formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can't because the chairman of the gallery's board defends him. They send him to USA, to the small Los Angeles art gallery instead, where he'll have to officiate at the opening of the greatest US picture ever (called ""Whistler's Mother"").",One Man. One Masterpiece. One Very Big Mistake.,Bean,"['paris', 'london england', 'california', 'airport', 'vault', 'destroy', 'museum', 'arts and culture', 'chaos', 'repair', 'clumsy fellow', 'guard', 'arts expert', 'host family', 'damage', 'poster', 'artwork', 'creativity', 'painting', 'hospital', 'los angeles', 'amusement park', 'teenage rebellion', 'laxative']","['Rowan Atkinson', 'Peter MacNicol', 'John Mills', 'Pamela Reed', 'Harris Yulin', 'Burt Reynolds', 'Larry Drake', 'Danny Goldring', 'Johnny Galecki', 'Chris Ellis', 'Sandra Oh', 'Andrew Lawrence', 'Peter Egan', 'Peter Capaldi', 'June Brown', 'Peter James']",1665,Mel Smith
1585,"['Comedy', 'Romance']",32332,Hugo Pool is a quirky tale of a Los Angeles pool cleaner who falls in love with a young man dying of Lou Gerhig's Disease.,A comedy with serious relief,Hugo Pool,"['dancing', 'victim', 'love', 'independent film', 'pool cleaner', 'spanish music']","['Alyssa Milano', 'Mark Boone Junior', 'Malcolm McDowell', 'Sean Penn', 'Robert Downey Jr.', 'Cathy Moriarty', 'Patrick Dempsey', 'Richard Lewis']",1666,Robert Downey Sr.
